ID;NOMBRE;Activado;Productos;Recencia;Frecuencia;PrecioProm;Monto;MERCADO;REGION;PAIS;TIPOCOMPRA;LIMITECREDITO;DIASLIMITECR;EDAD;GRUPOCLIENTE;TIPONEGOCIO
342048;ISLAND SPIRITS LTD;Activo;5;0;5;35;175;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342049;ALBERT MICHLER DISTILLERY INT. S.R.O;Activo;4;0;5;35;140;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;150000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342050;DESTIL.LERIES DEL MARESME BRANDS SL;Activo;3;0.118;4;35;105;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;90;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342051;WEST CORK DESTILLERS LIMITED;Activo;6;0.45;3;35;210;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342052;MARQUES DE LA CONCORDIA FAMILY OF WINES, S.L;Activo;6;0;3;35;210;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342053;ETHIMEX LTD;Activo;5;0;2;34;170;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342054;INDUSTRIAL COMIDA DE CENTROAMERICA;Activo;3;0.084;5;34;102;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;10000;30;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342055;PANUTS VINOS MEMORABLES SAC;Activo;2;0.726;3;34;68;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;15000;30;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342056;DISTRIBUIDORA VELAMAR;Activo;6;0;5;36;216;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342057;4ANCHORS GMBH;Activo;3;0.298;4;37;111;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;60;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342058;TORTUGA CARIBBEAN RUM CAKE JAMAICA LIMITED;Activo;6;0;3;26;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;10000;30;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342059;1423.DK.;Activo;3;0;4;23;69;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;10000;30;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342060;PALIRNA U ZELENEHO STROMU, A.S.;Inactivo;6;0.894;3;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342061;RG Y ASOCIADOS;Activo;4;0;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;60;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342062;KOLLARAS TRADING COMPANY;Activo;3;0;3;24;72;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342063;HAMBURG DISTILLING COMPANY HDC GMBH;Activo;3;0;3;24;72;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342064;LAMPERT LLC;Activo;2;0.504;3;23;46;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342065;SALEYARDS DISTILLERY PTY LTD;Activo;7;0;3;23;161;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342066;ELITE SPIRITS,S.L;Activo;6;0;3;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342067;DESTILERIA NACIONAL S.R.L.;Activo;7;0.034;3;25;175;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342068;CASA SANTANA RON Y LICORES SA;Activo;5;0.47;3;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342069;L'ORFEVRE DES TERROIRS DE RHUM SL;Activo;6;0;3;44;264;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342070;ZAFRA RUM LLC;Activo;5;0.415;4;34;170;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342071;CARGIMEX WORLD LLC;Activo;5;0.701;3;34;170;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342072;BARACA PRESTIGE DISTILLERIES N.V;Activo;4;0;3;23;92;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342073;BRANDHOUSE;Activo;6;0.181;2;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342074;CIEN X CIENTO SUR, SAC;Activo;7;0.387;2;35;245;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342075;CURIUS AG;Activo;5;0;4;35;175;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342076;MONTESCALA S.A.S;Activo;8;0;3;35;280;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342077;E&A SHEER BV;Activo;7;0.205;3;35;245;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342078;HEINZ EGGERT GMBH;Activo;6;0.025;3;35;210;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342079;YAZOO INVESTMENTS SRL;Activo;5;0.06;3;35;175;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342080;ALCOHESPA, S,L.;Activo;8;0.092;3;23;184;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;60000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342081;INDUSTRIAS DE LICORES EL SOL S.A;Activo;7;0.04;3;24;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342082;MARIEL DRIFTER PRODUCTIONS LLC;Activo;8;0.254;3;27;216;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342083;LDC SCOTLAND LIMITED;Activo;5;0.115;3;27;135;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
352001;KARIBBEAN LIQUORS BLACK RIVER, S.A.;Activo;4;0;3;27;108;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
352002;ZAFRA RUM LLC;Activo;3;0.641;3;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
352003;OFFRIAN RUM,S.A;Activo;6;0;3;25;150;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;0;CLIENTES EXTERIOR;CLIENTES EXTERIOR
1294002;ALCOTRA, S.A.;Activo;4;0.122;2;48;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294003;ALDEASA;Activo;4;0;3;52;208;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Credito;30000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294004;COLEMUN, S.A.;Activo;8;0;4;26;208;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;ECUADOR;Credito;35000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294005;RON BARCELO, S.R.L;Activo;4;0.59;5;26;104;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;500000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294006;IMPORTACIONES BLN,S.A DE C.V;Activo;4;0;3;25;100;MERCADO INTERNACIONAL;MÉXICO;MEXICO;Credito;850000;180;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294007;CARISAM/SAMUEL MEISEL;Activo;5;0.145;3;28;140;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;110000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294008;CENTRAL INDUSTRIAL CHIRICANA;Activo;8;0;2;57;456;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;60000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294009;DISTRIBUIDORA ISTMANIA;Activo;8;0.114;2;56;448;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;HONDURAS;Credito;800000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294010;DISTRIBUIDORA YAMUNI;Activo;8;0.059;3;24;192;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;250000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294011;EL MORRO;Activo;8;0.313;4;59;472;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;18000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294015;GRUPO PAMPA, S.A.;Activo;8;0.088;6;56;448;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;100000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294016;BEBIDAS PREMIUM LIMA S.A.C;Activo;8;0;6;52;416;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;PERU;Credito;2000000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294017;HEALTH KEEPERS CO. INC.;Activo;8;0;6;54;432;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294018;ROBLE BLANCO, S.A;Activo;8;0;6;54;432;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;GUATEMALA;Credito;35000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294019;IMPORTADORA COMERCIAL, S.A.;Activo;8;0.272;5;32;256;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;18000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294020;IMPORTADORA Y DISTRIBUIDORA SANTIAGO;Activo;8;0.082;4;36;288;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;CHILE;Credito;825000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294021;INDUSTRIA SALIC, S.A.;Activo;8;0.637;4;25;200;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294023;CASA DEL CHONETE;Activo;4;0.67;4;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294024;LATELTIN LANZ INGOLD;Activo;4;0;4;26;104;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;50000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294025;DISTRIBUIDORA SALVADORE#A, S.A. DE C.V.;Activo;8;0.073;4;28;224;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;EL SALVADOR;Credito;500000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294027;PRODUCTORA LA FLORIDA C.V. DE S.A.;Inactivo;4;0.821;4;29;116;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294028;PRODUCTO MEDITERRANEO ASIL, SA DE CV;Activo;4;0.403;4;27;108;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294029;GONZALO QUINTO & SONS;Activo;5;0;4;26;130;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;25000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294031;SHAW ROSS INTERNATIONAL;Activo;8;0.616;4;24;192;MERCADO INTERNACIONAL;NORTEAMÉRICA;ESTADOS UNIDOS;Credito;800000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294033;GONZALEZ BYASS, DISTRIBUCION, S.L.;Activo;8;0;4;21;168;MERCADO INTERNACIONAL;EUROPA;ESPANA;Credito;800000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294034;TOP BRANDS INT;Activo;8;0;4;21;168;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;40000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294035;UETA INC;Activo;8;0.021;4;23;184;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;25000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294036;VELIER, S.P.A.;Activo;8;0;4;25;200;MERCADO INTERNACIONAL;EUROPA;ITALIA;Credito;150000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294037;VERTICAL EUROPE LLP;Inactivo;8;0.829;4;25;200;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294038;WABO INTERNATIONAL;Activo;8;0.511;4;48;384;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE NICARAGUA;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294040;JULIO OLMOS / DISTRICOM, SRL;Activo;8;0.047;4;52;416;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;BOLIVIA;Credito;65000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294041;INVERLEOKA, S.A.;Activo;8;0;4;26;208;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;COLOMBIA;Credito;10000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294042;INTERNATIONAL OPERATIONS & SERVICES S.A;Activo;8;0.366;4;26;208;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;70000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294046;MOTTA INTERNATIONAL (ZONA LIBRE);Activo;8;0.042;4;25;200;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;100000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294047;DRINKS AND FOOD;Activo;3;0.228;4;28;84;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294048;KIRKWOOD DIAMOND CANADA;Activo;3;0.077;4;57;171;MERCADO INTERNACIONAL;NORTEAMÉRICA;CANADA;Credito;350000;100;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294049;UETA LATINOAMERICA INC;Activo;6;0;4;56;336;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;50000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294050;GRUPO WISA;Inactivo;6;0.813;4;24;144;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;50000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294051;INVERSIONES INTERNACIONALES;Activo;6;0.35;3;59;354;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;7000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294052;CASA CUERVO, S.A. DE CV;Activo;6;0.151;3;56;336;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;200000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294053;AGENCIAS FEDURO, S.A.;Activo;6;0.734;3;52;312;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;PANAMA;Credito;100000;120;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294054;NEGOCIOS INTERNACIONALES, S.A.;Activo;6;0.2;3;54;324;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294055;EXPORTADORA E IMPORTADORA DE C.A.,S.A.;Activo;6;0.15;3;54;324;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;80000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294057;MAN LIQUOR CONTROL;Activo;4;0;3;32;128;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294058;LICORES DE BUGABA, S.A.;Inactivo;4;0.833;3;36;144;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294059;JOHNY ABDIEL ARAUZ SERRACIN;Activo;4;0.135;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294062;BARCELO & CO. C. POR A.;Activo;3;0.073;3;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;250000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294063;DISTRIBUIDORA DE PRODUCTOS DE CONSUMO MASIVO, S.A.;Activo;3;0;3;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294065;HEINZ EGGERT GMBH;Activo;4;0.513;3;28;112;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;15000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294066;TABACOS LA FRATERNIDAD,S DE RL;Activo;8;0;3;29;232;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;6000;30;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294069;PRODUCTOS LUX;Activo;3;0.233;3;27;81;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;30000;30;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294070;THE MAIN RUM CONPANY;Activo;3;0;3;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294071;STOCK PLZEN-BOZKOV S.R.O.;Activo;6;0.084;3;48;288;MERCADO INTERNACIONAL;EUROPA;REPUBLICA CHECA;Credito;80000;90;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294072;BEBIDAS PREMIUM TACNA S.A.C;Activo;6;0;3;52;312;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;PERU;Credito;1300000;90;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294073;AMATHUS DRINKS PLC;Activo;6;0.589;3;26;156;MERCADO INTERNACIONAL;EUROPA;REINO UNIDO;Credito;50000;90;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294074;CARGILL INTERNATIONAL, S.A.;Activo;6;0.168;3;26;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294075;VERTICAL UK LIMITED L.P.;Activo;6;0.133;3;25;150;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294076;DISTRIBUIDORA SALVADORE#A, S.A. DE C.V.;Activo;6;0.247;3;28;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;500000;60;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294077;STRANDGARDENS VINHANDEL A/S;Activo;6;0.071;3;57;342;MERCADO INTERNACIONAL;EUROPA;DINAMARCA;Credito;40000;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294078;CAMPARI AMERICA;Activo;4;0;3;56;224;MERCADO INTERNACIONAL;NORTEAMÉRICA;ESTADOS UNIDOS;Credito;1200000;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294079;VANGUARD LUXURY BRANDS PTY LTD;Activo;4;0.057;3;24;96;MERCADO INTERNACIONAL;ASIA PACIFIC;AUSTRALIA;Credito;100000;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294080;LES WHISKIES DU MONDE;Activo;4;0;4;59;236;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Contado;0;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294081;LICORES NACIONALES DATONY, S.A.;Activo;3;0.779;4;56;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294082;INTER RESOURCES AG;Activo;3;0.098;4;52;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;60;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294083;HAROMEX DEVELOPMENT GMBH;Activo;4;0;4;54;216;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294084;NPK SERVICE;Activo;8;0.277;4;54;432;MERCADO INTERNACIONAL;EUROPA;RUSIA;Contado;0;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294085;ALCOHOLES DEL ISTMO, S.A.;Activo;3;0;4;32;96;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;100000;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294086;ALCOHOLES DEL ISTMO INTERNACIONAL, S.A.;Activo;3;0.341;4;36;108;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;100000;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294087;THIRSTY CAMEL CONSULTING LTD.;Activo;6;0;5;25;150;MERCADO INTERNACIONAL;ASIA PACIFIC;NUEVA ZELANDA;Contado;0;90;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294088;TRADING UNLIMITED S. DE R.L.;Activo;6;0;5;25;150;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294089;WORLD EQUITY BRAND BUILDERS LLC;Activo;6;0.197;4;26;156;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;110000;60;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294090;J. ARMANDO BERMUDEZ & CO., C POR A;Activo;6;0;4;28;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;300000;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294091;TROPICO GMBH;Activo;6;0.242;4;29;174;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294092;CORPORACION AGROINDUSTRIAL SANTA LUCIA, S.A.;Activo;6;0.5;3;27;162;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294093;COTTINGHAM & CO. LTD.;Activo;6;0.446;4;25;150;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294094;HA&COM BEBIDAS DEL MUNDO,S.A;Inactivo;4;0.952;3;48;192;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;800000;60;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294095;IMPORTADORA COMERCIAL DE ROATAN, S.A. (IMCO-ROATAN;Inactivo;4;0.94;4;52;208;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Contado;0;30;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294096;ALDEASA - ESPANA;Activo;4;0.039;3;26;104;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294097;GLOBAL WINERIES NV;Activo;3;0.662;4;26;78;MERCADO INTERNACIONAL;EUROPA;BELGICA;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294098;CHINDO INTERNACIONAL, S.A.;Activo;3;0;3;25;75;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294099;JASMINE SPIRITS COMPANY;Activo;4;0.497;3;28;112;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294101;CISCO BREWERS, DISTILLERS & VINTNER, LLC;Activo;8;0;4;57;456;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294102;LIQUID LUXURY PTE. LTD.;Activo;3;0.453;3;56;168;MERCADO INTERNACIONAL;ASIA PACIFIC;TAILANDIA;Contado;0;0;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
